分類,品項,中杯價,大杯價
水果茶,紅柚翡翠,75,85
水果茶,蘋果紅萱,59,69
水果茶,香柚雷夢綠,69,79
水果茶,紫葡蘆薈春,65,75
水果茶,秀水旺梨春,65,75
鮮奶茶,龜記濃乳茶,55,65
鮮奶茶,三韻奶茶,55,65
鮮奶茶,紅烏鮮乳,55,65
鮮奶茶,茶王奶茶,55,65
經典茶飲,經典錫蘭紅茶,30,35
經典茶飲,青心烏龍,30,35
經典茶飲,翡翠綠茶,30,35
經典茶飲,四季春茶,30,35
經典茶飲,茉莉花茶,30,35
特調飲品,蜜桃烏龍,69,79
特調飲品,洛神花茶,50,60
特調飲品,薑母紅茶,50,60
特調飲品,蜂蜜檸檬,50,60
